WARNING 2025-06-18 16:21:38,927 middleware 15476 15928 Request too large: 1048589 bytes from 127.0.0.1
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:48:38,435 log 4060 6820 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:48:38,454 log 4060 6820 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:48:38,492 log 4060 6820 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:52:28,754 log 5644 8044 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:52:28,773 log 5644 8044 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:52:28,811 log 5644 8044 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:54:21,299 log 7072 3864 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:54:21,318 log 7072 3864 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 17:54:21,354 log 7072 3864 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 18:07:27,559 log 1176 12608 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 18:07:27,578 log 1176 12608 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
ERROR 2025-06-25 18:07:27,615 log 1176 12608 Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
Traceback (most recent call last):
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\utils\deprecation.py", line 119, in __call__
    response = self.process_request(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\middleware\common.py", line 48, in process_request
    host = request.get_host()
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\trueb\outer-skies\venv311\Lib\site-packages\django\http\request.py", line 191, in get_host
    raise DisallowedHost(msg)
django.core.exceptions.DisallowedHost: Invalid HTTP_HOST header: 'testserver'. You may need to add 'testserver' to ALLOWED_HOSTS.
WARNING 2025-06-29 09:19:11,518 log 1968 1488 Forbidden (CSRF cookie not set.): /chart/generate/
WARNING 2025-06-29 09:20:29,919 log 2084 10116 Forbidden (CSRF cookie not set.): /chart/generate/
WARNING 2025-06-29 09:21:03,963 log 2084 11628 Forbidden (CSRF cookie not set.): /chart/generate/
WARNING 2025-07-14 21:02:51,947 security_middleware 18008 17056 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:02:54,036 security_middleware 18008 18980 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:02:56,098 security_middleware 18008 7920 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:02:58,158 security_middleware 18008 5892 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:00,222 security_middleware 18008 16468 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:02,253 security_middleware 18008 15896 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:43,584 security_middleware 18008 1000 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:45,655 security_middleware 18008 7204 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:47,731 security_middleware 18008 7812 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:49,803 security_middleware 18008 16908 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:51,886 security_middleware 18008 3492 Security warning: suspicious_user_agent
WARNING 2025-07-14 21:03:53,950 security_middleware 18008 16992 Security warning: suspicious_user_agent
CRITICAL 2025-07-15 07:35:44,768 security_middleware 8380 8152 Security violation: suspicious_patterns
CRITICAL 2025-07-15 07:35:46,001 security_middleware 8380 8152 Security violation: suspicious_patterns
CRITICAL 2025-07-15 07:35:48,514 security_middleware 8380 8152 Security violation: suspicious_patterns
CRITICAL 2025-07-15 07:35:53,192 security_middleware 8380 8152 Security violation: suspicious_patterns
CRITICAL 2025-07-15 07:35:59,888 security_middleware 8380 8152 Security violation: suspicious_patterns
CRITICAL 2025-07-15 07:36:01,041 security_middleware 8380 8152 Security violation: suspicious_patterns
CRITICAL 2025-07-15 07:36:05,685 security_middleware 8380 8152 Security violation: suspicious_patterns
CRITICAL 2025-07-15 07:36:06,824 security_middleware 8380 8152 Security violation: suspicious_patterns
WARNING 2025-07-15 11:02:15,898 consolidated_security 21044 9140 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:04:08,371 consolidated_security 8524 8488 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:04:16,688 consolidated_security 12000 2252 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:04:26,411 consolidated_security 7356 8252 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:04:46,372 consolidated_security 940 20764 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:04:52,822 consolidated_security 20856 14200 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:05:50,770 consolidated_security 15288 8848 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:05:51,342 consolidated_security 15288 8848 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:05:51,899 consolidated_security 15288 8848 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:05:52,459 consolidated_security 15288 8848 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:05:53,031 consolidated_security 15288 8848 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:05:53,596 consolidated_security 15288 8848 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:12:04,930 consolidated_security 15708 21160 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:31:34,184 consolidated_security 15756 5892 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:31:34,769 consolidated_security 15756 5892 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:31:35,361 consolidated_security 15756 5892 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:34:08,110 consolidated_security 17932 14516 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:34:08,668 consolidated_security 17932 14516 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:34:09,225 consolidated_security 17932 14516 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:34:09,781 consolidated_security 17932 14516 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:34:10,338 consolidated_security 17932 14516 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:34:10,895 consolidated_security 17932 14516 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:36:15,620 consolidated_security 14732 2564 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:36:48,668 consolidated_security 21364 12952 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:36:49,231 consolidated_security 21364 12952 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:36:49,794 consolidated_security 21364 12952 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:36:50,356 consolidated_security 21364 12952 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:36:50,918 consolidated_security 21364 12952 Rate limit exceeded for 127.0.0.1: auth
WARNING 2025-07-15 11:36:51,487 consolidated_security 21364 12952 Rate limit exceeded for 127.0.0.1: auth
